#addr	size	name
0x80045d84	132	_padSendAtLoadInfo
0x80045e08	332	_padRecvAtLoadInfo
0x80045f54	56	_padGetActSize
0x80045f8c	212	_padLoadActInfo
0x80046060	168	FUN_80046060
0x80046108	628	FUN_80046108
0x8004637c	132	_padSetActAlign
0x80046400	200	FUN_80046400
0x800464c8	152	_padSetMainMode
0x80046560	84	FUN_80046560
0x800465b4	96	FUN_800465b4
0x80046614	32	FUN_80046614
0x80046634	20	FUN_80046634
0x80046648	32	FUN_80046648
0x80046668	32	FUN_80046668
0x80046688	32	FUN_80046688
0x800466a8	32	FUN_800466a8
0x800466c8	72	FUN_800466c8
0x80046710	216	FUN_80046710
0x800467e8	192	FUN_800467e8
0x800468a8	140	FUN_800468a8
0x80046934	900	FUN_80046934
0x80046cb8	352	PadInitDirect
0x80046e18	104	FUN_80046e18
0x80046e80	244	FUN_80046e80
0x80046f74	16	FUN_80046f74
0x80046f84	188	FUN_80046f84
0x80047040	636	FUN_80047040
0x800472bc	56	FUN_800472bc
0x800472f4	36	FUN_800472f4
0x80047318	48	bzero
0x80047348	52	_padInitDirSeq
0x8004737c	256	FUN_8004737c
0x8004747c	592	FUN_8004747c
0x800476cc	220	_dirFailAuto
0x800477a8	48	FUN_800477a8
0x800477d8	32	setRC2wait
0x800477f8	160	chkRC2wait
